order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,sale_price,sale_price_norm,sale_price_z,gr_liv_area_norm,gr_liv_area_z,total_bsmt_sf_norm,total_bsmt_sf_z,lot_area_norm,lot_area_z,year_built_norm,year_built_z,overall_qual_norm,overall_qual_z,garage_area_norm,garage_area_z,log_sale_price
1434,907135260,20,RL,57.0,9245,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,5,4,No,GLQ,686.0,Unf,0.0,304.0,990.0,GasA,6,Y,SBrkr,990,0,0,990,0.0,1.0,1,0,3,1,4,5,Typ,0,1,Detchd,1996.0,Unf,2.0,672.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,2,2008,WD ,Normal,145000,0.17813128611675116,-0.44792028061465117,0.15837759536455817,-1.0283916391661403,0.3087960074859638,-0.13581843621527837,0.03713571244946131,-0.11106110570499522,0.8840579710144928,0.7500672471857228,0.4444444444444444,-0.7757658471024885,0.45161290322580644,0.9344035892246034,11.884489021402711
1435,907175080,20,RL,70.0,8696,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,4,PConc,5,4,Gd,GLQ,1308.0,Unf,0.0,110.0,1418.0,GasA,6,Y,SBrkr,1418,0,0,1418,1.0,0.0,2,0,3,1,5,5,Typ,1,4,Attchd,1997.0,RFn,2.0,558.0,4,4,Y,208,110,0,0,0,0,None,None,None,0,5,2008,WD ,Normal,226001,0.28726602004012336,0.5655213265038305,0.26170931916948337,-0.1584609890326334,0.4422956955708047,0.8763248595582643,0.03456963238215429,-0.18160058462824222,0.9057971014492754,0.8492785460475153,0.6666666666666666,0.6465120323018231,0.375,0.4018945145098889,12.328294703023394
1436,907176010,60,RL,70.0,13142,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,4,4,PConc,5,4,No,GLQ,688.0,Unf,0.0,176.0,864.0,GasA,6,Y,SBrkr,872,899,0,1771,1.0,0.0,2,1,3,1,5,6,Typ,0,1,Attchd,1997.0,RFn,2.0,600.0,4,4,Y,0,96,0,0,0,0,None,None,None,0,7,2008,WD ,Normal,215700,0.27338721738158017,0.43664067077208046,0.34693384838242397,0.5590285425027122,0.2694946974422957,-0.4337858550644989,0.05535067423870621,0.3896535561600204,0.9057971014492754,0.8492785460475153,0.5555555555555556,-0.06462690740033272,0.4032258064516129,0.5980820683521522,12.281643832377247
1437,907181120,60,RL,68.0,8998,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,5,4,PConc,5,4,Mn,GLQ,527.0,Unf,0.0,255.0,782.0,GasA,6,Y,SBrkr,782,870,0,1652,0.0,0.0,2,1,3,1,5,6,Typ,0,1,Attchd,2000.0,RFn,2.0,532.0,4,4,Y,0,70,0,0,0,0,None,None,None,0,6,2008,WD ,Normal,207500,0.2623391461457726,0.33404661417559955,0.3182037662964751,0.31715530099362965,0.24391765439800375,-0.627701159394944,0.035981210124097315,-0.1427974468598987,0.927536231884058,0.9484898449093077,0.6666666666666666,0.6465120323018231,0.3575268817204301,0.2804450764170593,12.24288661865289
1438,907181140,60,RL,68.0,9179,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,5,4,PConc,5,4,No,GLQ,633.0,Unf,0.0,240.0,873.0,GasA,6,Y,SBrkr,882,908,0,1790,1.0,0.0,2,1,3,1,5,7,Typ,0,1,Attchd,1999.0,RFn,2.0,588.0,4,4,Y,0,88,0,0,0,0,None,None,None,0,6,2008,WD ,Abnorml,193000,0.2428029226190396,0.1526302945842614,0.3515210043457267,0.5976469592142464,0.27230193387398627,-0.4125024680038403,0.036827221949566474,-0.11954126164112328,0.9202898550724637,0.9154194119553769,0.6666666666666666,0.6465120323018231,0.3951612903225806,0.542028481540077,12.170445467887022
1439,907187030,60,RL,57.0,8924,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,5,4,Av,Unf,0.0,Unf,0.0,880.0,880.0,GasA,6,Y,SBrkr,880,844,0,1724,0.0,0.0,2,1,3,1,5,8,Typ,0,1,Attchd,1998.0,Fin,2.0,527.0,4,4,Y,120,155,0,0,0,0,None,None,None,0,7,2008,WD ,Normal,188000,0.2360662938167179,0.09007294300104134,0.3355866731047803,0.46349877484786445,0.2744853399875234,-0.3959487225122169,0.03563532683633644,-0.1523055004852544,0.9130434782608695,0.882348979001446,0.6666666666666666,0.6465120323018231,0.3541666666666667,0.2570894152453613,12.144197241812087
1440,907187080,20,RL,93.0,9382,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,5,4,PConc,5,4,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,6,Y,SBrkr,1479,0,0,1479,0.0,0.0,2,0,3,1,5,6,Typ,0,1,Attchd,1999.0,RFn,2.0,577.0,4,4,Y,120,25,0,0,0,0,None,None,None,0,7,2008,WD ,Normal,191000,0.24010827109811092,0.12760735395097336,0.27643650410429743,-0.034475545906128925,0.4578914535246413,0.9945658987841455,0.03777606394166725,-0.09345835777697183,0.9202898550724637,0.9154194119553769,0.6666666666666666,0.6465120323018231,0.38776881720430106,0.49064602696234133,12.160028707028767
1441,907192130,20,RL,88.0,12803,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,5,4,PConc,5,4,Mn,GLQ,922.0,Unf,0.0,572.0,1494.0,GasA,6,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,5,6,Typ,1,4,Attchd,2002.0,RFn,2.0,530.0,4,4,Y,192,36,0,0,0,0,None,None,None,0,9,2008,WD ,Normal,221000,0.28052804391204117,0.5029514634502937,0.2800579430226944,-0.003987322186496677,0.46600124766063633,1.0560512391816037,0.05376615485288275,0.346096391578999,0.9420289855072463,1.0146307108171693,0.6666666666666666,0.6465120323018231,0.35618279569892475,0.27110281194838004,12.30591798049989
1442,907194020,60,RL,80.0,12435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,5,4,PConc,5,4,No,GLQ,361.0,Unf,0.0,602.0,963.0,GasA,6,Y,SBrkr,963,829,0,1792,0.0,0.0,2,1,3,1,5,7,Typ,1,4,Attchd,2001.0,RFn,2.0,564.0,4,4,Y,0,96,0,245,0,0,None,None,None,0,5,2008,WD ,Normal,231500,0.29467496439691676,0.6343219017750559,0.35200386286817964,0.6017120557101974,0.30037429819089206,-0.1996685973972542,0.052046086611044894,0.2988130978745275,0.9347826086956522,0.9815602778632385,0.6666666666666666,0.6465120323018231,0.3790322580645161,0.42992130791592653,12.352335152508426
1443,907196040,60,RL,75.0,12192,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,4,PConc,5,4,No,GLQ,663.0,Unf,0.0,265.0,928.0,GasA,6,Y,SBrkr,928,895,0,1823,1.0,0.0,2,1,3,1,5,6,Typ,0,1,Attchd,2000.0,RFn,2.0,626.0,4,4,Y,192,36,0,0,0,0,None,None,Shed,4500,5,2008,WD ,Normal,235000,0.299390604558542,0.6781120478833099,0.3594881699661999,0.6647210513974373,0.2894572676232065,-0.282437324855371,0.05091028067961392,0.2675907055642378,0.927536231884058,0.9484898449093077,0.6666666666666666,0.6465120323018231,0.4206989247311828,0.7195315064449818,12.367340793126296
1444,907196050,60,RL,68.0,11250,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162.0,5,4,PConc,5,4,Mn,GLQ,486.0,Unf,0.0,434.0,920.0,GasA,6,Y,SBrkr,920,866,0,1786,1.0,0.0,2,1,3,1,5,6,Typ,1,4,Attchd,2001.0,RFn,2.0,608.0,4,4,Y,0,42,0,0,0,0,None,None,None,0,9,2008,WD ,Normal,223500,0.28389635831320204,0.5342301392419038,0.35055528730082086,0.5895167662223444,0.28696194635059263,-0.301355891131512,0.04650727990838767,0.14655575265768284,0.9347826086956522,0.9815602778632385,0.6666666666666666,0.6465120323018231,0.40860215053763443,0.635451126226869,12.31716669303576
1445,907200110,20,RL,70.0,9200,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,5,4,Av,LwQ,280.0,BLQ,491.0,167.0,938.0,GasA,4,Y,SBrkr,938,0,0,938,1.0,0.0,1,0,3,1,4,5,Typ,0,1,Detchd,1977.0,Unf,1.0,308.0,4,4,Y,145,0,0,0,0,0,None,MnPrv,None,0,7,2008,WD ,Normal,130250,0.15825823114990212,-0.6324644677851503,0.14582327378078222,-1.1340841480608654,0.2925764192139738,-0.2587891170101948,0.03692537801771483,-0.1168430302069007,0.7463768115942029,0.1217290210610377,0.4444444444444444,-0.7757658471024885,0.20698924731182797,-0.7658885440750115,11.777210959615614
1446,907201060,80,RL,65.0,8385,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,5,4,CBlock,5,5,Av,GLQ,595.0,Unf,0.0,390.0,985.0,GasA,4,Y,SBrkr,985,0,0,985,0.0,0.0,2,0,3,1,4,6,Typ,0,1,Attchd,1977.0,Unf,1.0,328.0,4,4,Y,210,0,0,0,0,0,None,None,None,0,11,2008,WD ,Normal,149900,0.18473318234302644,-0.3866140760630955,0.1571704490584259,-1.0385543804060176,0.3072364316905802,-0.14764254013786648,0.03311598775386197,-0.22156010729696685,0.7608695652173914,0.18786988696889928,0.4444444444444444,-0.7757658471024885,0.22043010752688172,-0.6724658993882194,11.917723684090689
1447,907202010,20,RL,70.0,12250,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,4,4,CBlock,5,4,Mn,ALQ,781.0,Unf,0.0,83.0,864.0,GasA,6,Y,SBrkr,1174,0,0,1174,1.0,0.0,1,0,3,1,4,5,Typ,0,1,Attchd,1978.0,Unf,2.0,528.0,4,4,Y,211,0,280,0,0,0,None,None,None,0,5,2008,WD ,Normal,158000,0.19564652100278762,-0.285271166498279,0.20280057943022695,-0.6544027615386513,0.2694946974422957,-0.4337858550644989,0.05118137839164271,0.2750429638111382,0.7681159420289855,0.2209403199228301,0.4444444444444444,-0.7757658471024885,0.3548387096774194,0.26176054747970084,11.970350312009105
1448,907202160,80,RL,70.0,10970,Pave,None,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,4,4,CBlock,5,5,Gd,GLQ,505.0,LwQ,435.0,0.0,940.0,GasA,4,Y,SBrkr,1026,0,0,1026,1.0,0.0,1,0,3,1,4,5,Typ,0,1,Detchd,1981.0,Unf,2.0,576.0,4,3,Y,0,0,34,0,0,0,None,MnPrv,None,0,10,2008,WD ,Normal,147000,0.18082593763767985,-0.42289733998136314,0.16706904876871076,-0.9552199022390229,0.29320024953212726,-0.25405947544115953,0.04519853233307626,0.11057933353471532,0.7681159420289855,0.2209403199228301,0.5555555555555556,-0.06462690740033272,0.3870967741935484,0.4859748947280017,11.898187865760873
1449,907202190,20,RL,70.0,9216,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,4,4,CBlock,4,4,Av,ALQ,294.0,Unf,0.0,782.0,1076.0,GasA,4,Y,SBrkr,1076,0,0,1076,0.0,0.0,1,1,3,1,4,5,Typ,1,3,Detchd,1985.0,Unf,2.0,576.0,4,4,Y,0,0,0,0,0,0,None,MnPrv,None,0,9,2008,WD ,Abnorml,143195,0.17569936311911302,-0.4705034845361936,0.1791405118300338,-0.8535924898402487,0.33562071116656267,0.06755615125323722,0.03700016359344691,-0.11478723482844543,0.7463768115942029,0.1217290210610377,0.4444444444444444,-0.7757658471024885,0.3870967741935484,0.4859748947280017,11.87196261669798
1450,907202240,20,RL,40.0,14330,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,2001,Gable,CompShg,Plywood,Wd Sdng,None,0.0,4,4,CBlock,4,4,No,Rec,88.0,ALQ,596.0,180.0,864.0,GasA,4,Y,SBrkr,1558,0,0,1558,1.0,0.0,2,0,2,1,4,5,Min2,0,1,Attchd,1975.0,Fin,2.0,440.0,4,4,Y,140,0,239,0,227,0,None,None,None,0,8,2008,WD ,Normal,163000,0.20238314980510932,-0.22271381491505896,0.29550941574118783,0.12609576568393424,0.2694946974422957,-0.4337858550644989,0.0609035032368132,0.5422963630103254,0.7463768115942029,0.1217290210610377,0.4444444444444444,-0.7757658471024885,0.2956989247311828,-0.14929908914218407,12.0015054797889
1451,907203090,20,RL,88.0,7990,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,4,CBlock,5,4,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,4,Y,SBrkr,924,0,0,924,0.0,0.0,1,0,3,1,4,5,Typ,0,1,Detchd,1981.0,Unf,1.0,280.0,4,4,Y,0,0,0,0,0,0,None,MnPrv,None,0,4,2008,WD ,Normal,110000,0.13097488450049918,-0.8858217416971916,0.14244326412361177,-1.1625398235325222,0.28820960698689957,-0.2918966079934415,0.03126971885297623,-0.2723125557025817,0.7463768115942029,0.1217290210610377,0.4444444444444444,-0.7757658471024885,0.1881720430107527,-0.8966802466365202,11.608235644774552
1452,907227050,20,RL,60.0,7180,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,4,CBlock,4,4,Av,ALQ,390.0,Unf,0.0,474.0,864.0,GasA,4,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,4,5,Typ,0,1,Detchd,1989.0,Unf,1.0,352.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,5,2008,WD ,Normal,127000,0.153879422428393,-0.6731267463142434,0.12795750845002415,-1.284492718411051,0.2694946974422957,-0.4337858550644989,0.027483699081539647,-0.3763871967368806,0.7246376811594203,0.022517722199245294,0.4444444444444444,-0.7757658471024885,0.23655913978494625,-0.560358725764069,11.751942365440728
1453,907227300,20,RL,60.0,7200,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,CBlock,4,4,Av,ALQ,632.0,Unf,0.0,148.0,780.0,GasA,6,Y,SBrkr,780,0,0,780,0.0,0.0,1,0,2,1,4,4,Typ,0,1,Detchd,1973.0,Unf,1.0,352.0,4,4,Y,196,0,0,0,0,0,None,MnPrv,None,0,1,2008,WD ,Normal,124900,0.1510500383314179,-0.6994008339791958,0.10767745050700145,-1.4552267712409916,0.24329382407985028,-0.6324308009639792,0.027577181051204748,-0.3738174525138115,0.7246376811594203,0.022517722199245294,0.4444444444444444,-0.7757658471024885,0.23655913978494625,-0.560358725764069,11.73526869611367
1454,907250020,20,RL,75.0,9742,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,5,4,PConc,5,4,No,Unf,0.0,Unf,0.0,1777.0,1777.0,GasA,6,Y,SBrkr,1795,0,0,1795,0.0,0.0,2,0,3,1,5,7,Typ,1,5,Attchd,2002.0,RFn,2.0,534.0,4,4,Y,171,159,0,0,0,0,None,None,None,0,9,2008,WD ,Normal,230000,0.29265397575622026,0.6155546963000899,0.35272815065185903,0.6078097004541237,0.5542732376793512,1.725295521200091,0.03945873939563906,-0.04720296176172789,0.9420289855072463,1.0146307108171693,0.7777777777777778,1.3576509720039789,0.3588709677419355,0.2897873408857385,12.345834587905333
1455,907251090,60,RL,75.0,9473,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,4,PConc,5,4,No,GLQ,804.0,Unf,0.0,324.0,1128.0,GasA,6,Y,SBrkr,1128,903,0,2031,1.0,0.0,2,1,3,1,5,7,Typ,1,5,Attchd,2002.0,RFn,2.0,577.0,4,4,Y,0,211,0,0,0,0,None,None,None,0,3,2008,WD ,Normal,237000,0.3020852560794707,0.703134988516598,0.4097054563013037,1.087491086976338,0.3518402994385527,0.19052683204815363,0.03820140690364346,-0.0817660215620074,0.9420289855072463,1.0146307108171693,0.7777777777777778,1.3576509720039789,0.38776881720430106,0.49064602696234133,12.375815420117268
1456,907253060,60,RL,70.0,10316,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,4,PConc,5,4,No,GLQ,735.0,Unf,0.0,257.0,992.0,GasA,6,Y,SBrkr,992,873,0,1865,1.0,0.0,2,1,3,1,5,7,Typ,1,4,Attchd,2000.0,RFn,3.0,839.0,4,4,Y,0,184,0,0,0,0,None,None,None,0,6,2008,WD ,Normal,235000,0.299390604558542,0.6781120478833099,0.36962819893771126,0.7500880778124076,0.3094198378041173,-0.13108879464624312,0.04214167192502746,0.026548697440355498,0.927536231884058,0.9484898449093077,0.6666666666666666,0.6465120323018231,0.5638440860215054,1.714482672359317,12.367340793126296
1457,907253110,60,RL,70.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,5,4,PConc,5,4,No,Unf,0.0,Unf,0.0,1257.0,1257.0,GasA,6,Y,SBrkr,1290,871,0,2161,0.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,2001.0,RFn,2.0,570.0,4,4,Y,0,84,0,0,0,0,None,None,None,0,6,2008,WD ,Normal,230500,0.29332763863645245,0.6218104314584119,0.4410912602607436,1.3517223592131506,0.392077354959451,0.495588713250927,0.042534296197620884,0.03734162317724575,0.9347826086956522,0.9815602778632385,0.6666666666666666,0.6465120323018231,0.38306451612903225,0.4579481013219641,12.348006141418841
1458,907254020,60,RL,73.0,9066,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,5,4,PConc,5,4,Mn,GLQ,668.0,Unf,0.0,336.0,1004.0,GasA,6,Y,SBrkr,1004,848,0,1852,0.0,0.0,2,1,3,1,5,7,Typ,2,4,Attchd,1999.0,Fin,3.0,660.0,4,4,Y,224,106,0,0,0,0,None,GdPrv,None,0,12,2008,WD ,Normal,230000,0.29265397575622026,0.6155546963000899,0.36648961854176726,0.7236649505887263,0.31316281971303805,-0.10271094523203166,0.036299048820958656,-0.13406031650146374,0.9202898550724637,0.9154194119553769,0.7777777777777778,1.3576509720039789,0.4435483870967742,0.8783500024125283,12.345834587905333
1459,907254090,60,RL,75.0,11404,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,5,4,PConc,5,4,Av,ALQ,252.0,Unf,0.0,901.0,1153.0,GasA,6,Y,SBrkr,1153,878,0,2031,0.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,1998.0,Fin,2.0,541.0,4,4,Y,192,84,0,0,0,0,None,None,None,0,7,2008,WD ,Normal,222500,0.2825490325527377,0.5217186689252598,0.4097054563013037,1.087491086976338,0.35963817841547097,0.2496473516610942,0.04722709107480895,0.16634278317531495,0.9130434782608695,0.882348979001446,0.6666666666666666,0.6465120323018231,0.3635752688172043,0.3224852665261157,12.312682380588432
1460,907255020,60,RL,70.0,9240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,5,4,PConc,5,4,No,Unf,0.0,Unf,0.0,1055.0,1055.0,GasA,6,Y,SBrkr,1055,1208,0,2263,0.0,0.0,2,1,3,1,5,7,Typ,1,4,BuiltIn,2001.0,Fin,2.0,905.0,4,4,Y,0,45,0,0,189,0,None,None,None,0,9,2008,WD ,Normal,287000,0.36945154410268777,1.3287085043487985,0.4657170449058426,1.55904228050665,0.32907049282595136,0.01789491477836713,0.037112341957045034,-0.1117035417607625,0.9347826086956522,0.9815602778632385,0.7777777777777778,1.3576509720039789,0.6081989247311828,2.022777399825731,12.567237494741757
1461,907255030,60,RL,70.0,9720,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,5,4,PConc,5,4,Mn,GLQ,1194.0,Unf,0.0,163.0,1357.0,GasA,6,Y,SBrkr,1366,581,0,1947,1.0,0.0,2,1,3,1,5,7,Typ,1,4,BuiltIn,2001.0,Fin,3.0,725.0,4,4,Y,168,116,0,0,0,0,None,None,None,0,1,2008,WD ,Normal,274000,0.3519363092166513,1.1660593902324263,0.38942539835828105,0.9167570341463972,0.42326887086712417,0.7320707917026893,0.03935590922900745,-0.05002968040710391,0.9347826086956522,0.9815602778632385,0.8888888888888888,2.068789911706135,0.48723118279569894,1.1819735976446024,12.520883385370206
1462,907255060,20,RL,70.0,14860,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,5,4,PConc,6,4,Gd,GLQ,1538.0,Unf,0.0,240.0,1778.0,GasA,6,Y,SBrkr,1786,0,0,1786,1.0,0.0,2,0,3,1,5,6,Typ,1,5,Attchd,2002.0,RFn,3.0,715.0,4,4,Y,182,35,0,0,0,0,None,None,None,0,6,2008,WD ,Normal,300000,0.3869667789887242,1.4913576184651707,0.35055528730082086,0.5895167662223444,0.5545851528384279,1.7276603419846086,0.06338077543293837,0.6103945849216568,0.9420289855072463,1.0146307108171693,0.7777777777777778,1.3576509720039789,0.48051075268817206,1.1352622753012063,12.611537753638338
1463,907260010,60,RL,70.0,11250,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,5,4,PConc,5,4,Mn,Unf,0.0,Unf,0.0,1128.0,1128.0,GasA,6,Y,SBrkr,1149,1141,0,2290,0.0,0.0,2,1,4,1,5,9,Typ,1,5,Attchd,2002.0,Unf,2.0,779.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,5,2008,WD ,Normal,255900,0.3275497129522467,0.9396017775011697,0.47223563495895704,1.613921083201988,0.3518402994385527,0.19052683204815363,0.04650727990838767,0.14655575265768284,0.9420289855072463,1.0146307108171693,0.7777777777777778,1.3576509720039789,0.5235215053763441,1.4342147382989408,12.45254202214788
1464,907262030,60,RL,65.0,8158,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,5,4,PConc,5,4,No,GLQ,550.0,Unf,0.0,334.0,884.0,GasA,6,Y,SBrkr,884,884,0,1768,1.0,0.0,2,1,3,1,5,8,Typ,0,1,Attchd,2003.0,RFn,2.0,543.0,4,4,Y,0,63,0,0,0,0,None,None,None,0,7,2008,WD ,Normal,224900,0.28578261437785213,0.5517461976852054,0.3462095605987446,0.5529308977587857,0.2757330006238303,-0.3864894393741464,0.03205496739816308,-0.2507267042288012,0.9492753623188406,1.0477011437711001,0.6666666666666666,0.6465120323018231,0.3649193548387097,0.3318275309947949,12.323411137947407
1465,907262060,60,RL,41.0,10905,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,4,PConc,5,4,No,Unf,0.0,Unf,0.0,1129.0,1129.0,GasA,6,Y,SBrkr,1129,1198,0,2327,0.0,0.0,2,1,4,1,5,9,Typ,1,5,BuiltIn,2003.0,RFn,2.0,596.0,4,4,Y,0,57,0,0,0,0,None,None,None,0,8,2008,WD ,Normal,240000,0.30612723336086367,0.74066939946653,0.48116851762433605,1.6891253683770808,0.35215221459762946,0.19289165283267123,0.04489471593166468,0.10222766480974071,0.9492753623188406,1.0477011437711001,0.6666666666666666,0.6465120323018231,0.40053763440860213,0.5793975394147938,12.388394202324129
